Sequence_ID	Predicted_Label
QC0187-C.g764	B
QC0187-C.g808	B
QC0187-C.g547	B
QC0187-C.g763	B
QC0187-C.g530	B
QC0187-C.g838	B
QC0187-C.g850	B
QC0187-C.g851	B
QC0187-C.g856	B
QC0187-C.g857	B
QC0187-C.g858	B
QC0187-C.g870	B
QC0187-C.g775	B
QC0187-C.g887	C
QC0187-C.g840	B
QC0187-C.g913	B
QC0187-C.g27	C
QC0187-C.g42	B
QC0187-C.g647	B
QC0187-C.g82	B
QC0188-C.g201	E
QC0188-C.g551	A
QC0188-C.g799	B
QC0188-C.g28	A
QC0188-C.g52	A
QC0188-C.g68	A
QC0188-C.g111	B
QC0188-C.g131	B
QC0188-C.g146	B
QC0188-C.g176	E
QC0188-C.g162	B
QC0188-C.g89	B
QC0188-C.g189	B
QC0188-C.g241	A
QC0188-C.g255	B
QC0188-C.g275	B
QC0188-C.g1006	C
QC0188-C.g420	B
QC0188-C.g442	B
QC0188-C.g988	A
QC0188-C.g525	B
QC0188-C.g474	B
PH0773-Cx.g1110	B
PH0773-Cx.g1144	B
PH0773-Cx.g693	B
PH0773-Cx.g1136	A
PH0773-Cx.g1150	B
PH0773-Cx.g1094	A
PH0773-Cx.g1221	C
PH0773-Cx.g712	B
PH0773-Cx.g784	C
PH0774-C.g188	A
PH0774-C.g332	A
PH0774-C.g475	B
PH0774-C.g743	A
PH0774-C.g865	A
PH0774-C.g1056	B
PH0774-C.g1107	A
PH0774-C.g148	E
PH0774-C.g134	A
PH0774-C.g65	A
PH0774-C.g86	B
PH0774-C.g166	B
PH0774-C.g118	B
PH0774-C.g206	B
PH0774-C.g240	B
PH0774-C.g254	B
PH0774-C.g277	C
PH0774-C.g265	B
PH0774-C.g302	C
PH0774-C.g289	B
PH0774-C.g345	B
PH0774-C.g331	A
PH0774-C.g319	C
PH0774-C.g402	B
PH0774-C.g431	C
PH0774-C.g388	C
PH0774-C.g474	C
PH0774-C.g419	B
PH0774-C.g512	B
PH0774-C.g360	C
PH0774-C.g502	B
PH0774-C.g574	B
PH0774-C.g524	C
PH0774-C.g542	C
PH0774-C.g606	B
PH0774-C.g442	B
PH0774-C.g590	B
PH0774-C.g617	C
PH0774-C.g634	B
PH0774-C.g457	C
PH0774-C.g646	B
PH0774-C.g657	A
PH0774-C.g671	B
PH0774-C.g374	C
PH0774-C.g683	B
PH0774-C.g692	B
PH0774-C.g700	B
PH0774-C.g223	A
PH0774-C.g105	B
PH0774-C.g618	B
PH0774-C.g787	B
PH0774-C.g871	A
PH0774-C.g41	A
PH0774-C.g970	A
PH0774-C.g778	B
PH0774-C.g863	B
PH0774-C.g19	B
PH0774-C.g723	C
PH0774-C.g1039	B
PH0774-C.g43	A
PH0774-C.g1065	C
PH0774-C.g713	B
PH0774-C.g4	C
PH0774-C.g6	C
PH0774-C.g107	B
PH0774-C.g845	B
PH0775-Cx.g353	A
PH0775-Cx.g921	A
PH0775-Cx.g610	B
PH0775-Cx.g862	B
PH0775-Cx.g16	B
PH0775-Cx.g61	B
PH0775-Cx.g904	B
PH0775-Cx.g78	B
PH0775-Cx.g143	B
PH0775-Cx.g159	A
PH0775-Cx.g190	B
PH0775-Cx.g209	B
PH0775-Cx.g234	C
PH0775-Cx.g177	B
PH0775-Cx.g318	B
PH0775-Cx.g330	B
PH0775-Cx.g377	C
PH0775-Cx.g426	B
PH0775-Cx.g467	B
PH0775-Cx.g450	B
PH0775-Cx.g365	B
PH0775-Cx.g529	B
PH0775-Cx.g557	B
PH0775-Cx.g565	B
PH0775-Cx.g440	B
PT0073-C.g576	B
PT0073-C.g586	B
PT0073-C.g594	B
PT0073-C.g607	C
PT0073-C.g626	B
PT0073-C.g672	B
PT0073-C.g639	B
PT0073-C.g651	B
PT0073-C.g660	B
PT0073-C.g468	B
PT0073-C.g686	B
PT0073-C.g698	B
PT0073-C.g709	B
PT0073-C.g720	B
PT0073-C.g728	B
PT0073-C.g759	B
PT0073-C.g750	B
PT0073-C.g789	B
PT0073-C.g771	C
PT0073-C.g781	B
PT0073-C.g814	B
PT0073-C.g807	B
PT0073-C.g965	B
PT0073-C.g958	A
PT0073-C.g981	B
PT0073-C.g1008	B
PT0073-C.g1028	B
PT0073-C.g2	A
PT0073-C.g1	B
PT0073-C.g15	C
PT0073-C.g233	C
PT0073-C.g22	B
PT0073-C.g1018	B
PT0073-C.g29	C
PT0073-C.g33	C
PT0073-C.g81	A
PT0073-C.g97	B
PT0074-C.g1287	A
PT0074-C.g1470	A
PT0074-C.g2225	A
PT0074-C.g368	A
PT0074-C.g472	B
PT0074-C.g653	B
PT0074-C.g801	A
PT0074-C.g826	B
PT0074-C.g852	B
PT0074-C.g906	A
PT0074-C.g971	B
PT0074-C.g929	B
PT0074-C.g944	A
PT0074-C.g1046	B
PT0074-C.g1021	B
PT0074-C.g1254	A
PT0074-C.g1274	B
PT0074-C.g1286	B
PT0074-C.g1325	A
PT0074-C.g139	C
PT0074-C.g1364	B
PT0074-C.g1385	B
PT0074-C.g1403	B
PT0074-C.g1437	B
PT0074-C.g1178	B
PT0074-C.g1423	B
PT0074-C.g1344	B
PT0074-C.g1494	B
PT0074-C.g1484	B
PT0074-C.g1469	B
PT0074-C.g1525	A
PT0074-C.g1541	B
PT0074-C.g1508	B
PT0074-C.g1555	B
PT0074-C.g1619	A
PT0074-C.g1569	B
PT0074-C.g1600	C
PT0074-C.g1586	B
PT0074-C.g1617	B
PT0074-C.g1718	B
PT0074-C.g1733	C
PT0074-C.g1745	B
PT0074-C.g1777	B
PT0074-C.g1813	B
PT0074-C.g1846	B
PT0074-C.g1620	A
PT0074-C.g1858	B
PT0074-C.g1890	B
PT0074-C.g1916	B
PT0074-C.g2005	A
PT0074-C.g2034	B
PT0074-C.g2045	B
PT0074-C.g2073	B
PT0074-C.g2142	A
PT0074-C.g2224	C
PT0074-C.g2201	A
PT0074-C.g191	C
PT0074-C.g202	A
PT0074-C.g224	B
PT0074-C.g258	B
PT0074-C.g271	B
PT0074-C.g279	B
PT0074-C.g315	B
PC0026-C.g45	B
PC0026-C.g33	B
PC0026-C.g51	A
PC0026-C.g107	B
PC0026-C.g13	B
PC0026-C.g21	B
PC0026-C.g5	C
PC0026-C.g6	B
PC0026-C.g46	B
PC0026-C.g17	B
PC0026-C.g19	B
PC0026-C.g25	B
PC0026-C.g34	A
PC0026-C.g26	B
PC0026-C.g16	C
PC0026-C.g48	B
PC0026-C.g200	B
PC0030-C.g17	B
PC0030-C.g12	B
PC0030-C.g39	A
PC0030-C.g2	A
PC0030-C.g7	A
PC0030-C.g5	A
PC0030-C.g116	B
PC0030-C.g8	B
PC0030-C.g9	A
PC0030-C.g13	A
PC0030-C.g21	A
PC0030-C.g251	B
PC0030-C.g81	B
PC0030-C.g1	B
PC0030-C.g214	C
PC0030-C.g117	B
PC0030-C.g15	A
PC0030-C.g138	B
PC0030-C.g29	C
PC0031-C.g8	B
PC0031-C.g4	A
PC0031-C.g5	B
PC0031-C.g16	B
PC0031-C.g9	B
PC0031-C.g34	E
PC0031-C.g7	C
PC0031-C.g72	B
PC0031-C.g64	B
PC0031-C.g1	A
PC0031-C.g2	C
PC0031-C.g169	B
PC0031-C.g18	B
PC0032-C.g7	B
PC0032-C.g1	B
PC0032-C.g2	B
PC0032-C.g11	C
PC0032-C.g36	A
PC0032-C.g12	C
PC0032-C.g14	B
PC0032-C.g5	A
PC0032-C.g3	C
PC0032-C.g8	B
PC0032-C.g90	B
PC0032-C.g13	B
PC0032-C.g32	B
PC0032-C.g26	B
PC0032-C.g4	B
PC0032-C.g21	A
PC0032-C.g15	B
PC0032-C.g75	A
PC0032-C.g56	B
PC0032-C.g17	B
PC0032-C.g218	A
PC0035-C.g2	B
PC0035-C.g1	C
PC0035-C.g4	B
PC0037-C.g90	A
PC0037-C.g1	A
PC0037-C.g3	A
PC0037-C.g6	B
PC0037-C.g2	A
PC0037-C.g91	A
PC0037-C.g41	A
PC0037-C.g9	A
PC0037-C.g24	C
PC0037-C.g50	B
PC0037-C.g4	A
PC0046-C.g386	A
PC0046-C.g481	E
PC0046-C.g42	A
PC0046-C.g672	A
PC0046-C.g260	A
PC0046-C.g182	B
PC0046-C.g694	A
PC0046-C.g724	B
PC0046-C.g16	B
PC0046-C.g31	C
PC0046-C.g54	A
PC0046-C.g68	B
PC0046-C.g222	A
PC0046-C.g84	B
PC0046-C.g580	B
PC0046-C.g95	B
PT0029-C.g95	B
PT0029-C.g98	A
PT0029-C.g112	B
PT0029-C.g677	A
PT0029-C.g24	B
PT0029-C.g33	B
PT0029-C.g121	C
PT0029-C.g779	B
PT0029-C.g124	B
PT0029-C.g123	A
PT0029-C.g125	C
PT0029-C.g135	B
PT0029-C.g143	B
PT0029-C.g533	A
PT0029-C.g136	B
PT0029-C.g144	B
PT0029-C.g69	C
PT0029-C.g153	B
PT0029-C.g1043	B
PT0029-C.g127	B
PT0029-C.g169	A
PT0029-C.g77	B
PT0029-C.g625	B
PT0029-C.g170	C
PT0029-C.g1026	A
PT0029-C.g531	A
PT0031-C.g405	A
PT0031-C.g458	A
PT0031-C.g473	B
PT0031-C.g28	A
PT0031-C.g42	A
PT0031-C.g244	A
PT0031-C.g55	A
PT0031-C.g66	A
PT0031-C.g95	B
PT0031-C.g438	C
PT0031-C.g137	E
PT0031-C.g84	B
PT0031-C.g158	B
PT0031-C.g169	A
PT0031-C.g180	B
PT0031-C.g192	B
PT0031-C.g204	A
PT0031-C.g217	B
PT0031-C.g254	A
PT0031-C.g16	B
PT0031-C.g305	A
PT0031-C.g283	B
PT0031-C.g321	B
PT0031-C.g143	B
PT0031-C.g330	B
PT0031-C.g314	B
PT0031-C.g340	A
PT0031-C.g335	A
PT0031-C.g345	B
PT0031-C.g350	B
PT0031-C.g365	A
PT0031-C.g269	B
PT0031-C.g390	B
PT0031-C.g142	B
PT0031-C.g382	B
PT0031-C.g392	B
PT0031-C.g386	B
PT0031-C.g385	B
PT0031-C.g388	B
PT0031-C.g393	B
PT0031-C.g389	B
PT0031-C.g387	B
PT0031-C.g399	B
PT0031-C.g396	C
PT0031-C.g400	B
PT0031-C.g402	B
PT0031-C.g401	B
PT0031-C.g403	B
PT0031-C.g404	B
PT0031-C.g407	C
PT0031-C.g409	B
PT0031-C.g410	B
PT0031-C.g5	B
PT0031-C.g411	B
PT0031-C.g412	B
PT0031-C.g413	B
PT0031-C.g415	B
PT0031-C.g414	B
PT0031-C.g416	C
PT0031-C.g420	B
PT0031-C.g421	B
PT0031-C.g423	C
PT0031-C.g424	B
PT0031-C.g422	B
PT0031-C.g425	B
PT0031-C.g428	A
PT0031-C.g445	B
PT0031-C.g461	B
PT0031-C.g462	B
PT0031-C.g463	B
PT0031-C.g464	C
PT0031-C.g468	B
PT0031-C.g270	C
PT0031-C.g1	B
PA0178-C.g1593	C
PA0178-C.g1574	B
PA0178-C.g1624	B
PA0178-C.g1635	B
PA0178-C.g1616	B
PA0178-C.g7	B
PA0178-C.g1691	B
PA0178-C.g1678	C
PA0178-C.g1685	B
PA0178-C.g25	B
PA0178-C.g1481	A
PA0178-C.g75	B
PA0178-C.g82	B
PA0178-C.g122	B
PA0178-C.g129	B
PA0178-C.g1603	A
PA0178-C.g1700	B
PA0178-C.g220	B
PA0178-C.g621	B
PA0178-C.g859	C
PA0178-C.g1646	A
PA0178-C.g70	C
PA0178-C.g287	A
PA0178-C.g1667	B
PA0178-C.g1380	B
PA0178-C.g17	A
PA0178-C.g1089	B
PA0178-C.g336	B
PA0178-C.g251	B
PA0178-C.g548	A
PA0178-C.g1229	B
PA0178-C.g901	B
PA0178-C.g370	C
PA0178-C.g1394	B
PA0178-C.g482	A
PA0178-C.g308	B
PA0178-C.g1249	B
PA0178-C.g1263	C
PA0178-C.g434	B
PA0178-C.g270	B
PA0178-C.g283	B
PA0178-C.g1158	B
PA0178-C.g1138	B
PA0178-C.g522	B
PA0178-C.g521	B
PA0179-C.g843	A
PA0179-C.g94	A
PA0179-C.g641	A
PA0179-C.g392	A
PA0179-C.g523	B
PA0179-C.g603	C
PA0179-C.g1174	B
PA0179-C.g709	B
PA0179-C.g662	B
PA0179-C.g800	B
PA0179-C.g782	B
PA0179-C.g821	A
PA0179-C.g841	A
PA0179-C.g640	A
PA0179-C.g897	B
PA0179-C.g866	B
PA0179-C.g941	B
PA0179-C.g971	B
PA0179-C.g1004	B
PA0179-C.g1020	B
PA0179-C.g958	A
PA0179-C.g1058	B
PA0179-C.g1076	A
PA0179-C.g1104	B
PA0179-C.g1118	A
PA0179-C.g918	A
PA0179-C.g1157	A
PA0179-C.g1251	B
PA0179-C.g1173	B
PA0179-C.g1221	B
PA0179-C.g1141	B
PA0179-C.g1235	A
PA0179-C.g722	B
PA0179-C.g1175	B
PA0179-C.g1090	C
PA0179-C.g1309	C
PA0179-C.g842	A
PA0179-C.g1321	A
PA0179-C.g1340	B
PA0179-C.g542	A
PA0179-C.g741	E
PA0179-C.g1356	B
PA0179-C.g1401	B
PA0179-C.g1381	B
PA0179-C.g1415	B
PA0179-C.g1452	A
PA0179-C.g1484	B
PA0179-C.g1497	B
PA0179-C.g1469	C
PA0179-C.g1021	B
PA0179-C.g1554	B
PA0179-C.g495	B
PA0179-C.g1606	B
PA0179-C.g1622	C
PA0179-C.g1639	B
PH0850-C.g428	B
PH0850-C.g489	B
PH0850-C.g461	B
PH0850-C.g506	B
PH0850-C.g517	C
PH0850-C.g150	A
PH0850-C.g494	B
PH0850-C.g544	B
PH0850-C.g552	B
PH0850-C.g559	B
PH0850-C.g570	B
PH0850-C.g586	B
PH0850-C.g616	B
PH0850-C.g634	B
PH0850-C.g625	A
PH0850-C.g674	A
PH0850-C.g680	C
PH0850-C.g702	C
PH0850-C.g778	B
PH0850-C.g786	B
PH0851-C.g543	A
PH0851-C.g751	A
PH0851-C.g791	A
PH0851-C.g815	A
PH0851-C.g34	E
PH0851-C.g123	B
PH0851-C.g145	B
PH0851-C.g198	B
PH0851-C.g215	B
PH0851-C.g234	B
PH0851-C.g257	B
PH0851-C.g269	B
PH0851-C.g287	A
PH0851-C.g299	B
PH0851-C.g314	B
PH0851-C.g396	A
PH0851-C.g429	B
PH0851-C.g413	A
PH0851-C.g476	B
PH0851-C.g502	A
PH0851-C.g575	A
PH0851-C.g598	C
PH0851-C.g629	C
PH0851-C.g647	B
PH0851-C.g654	B
PH0851-C.g666	C
PH0851-C.g669	C
PH0851-C.g612	B
PH0851-C.g726	C
PH0851-C.g620	C
PH0851-C.g729	C
PH0851-C.g734	C
PH0851-C.g748	B
PH0851-C.g659	B
PH0851-C.g749	B
PH0851-C.g750	B
PH0851-C.g752	B
PH0851-C.g753	B
PH0851-C.g755	B
PH0851-C.g756	B
PH0851-C.g757	C
PH0851-C.g758	B
PH0851-C.g759	C
PH0851-C.g760	B
PH0851-C.g761	B
PH0851-C.g765	B
PH0851-C.g735	B
PH0851-C.g772	B
PH0851-C.g754	B
PH0851-C.g694	A
PH0851-C.g788	B
PH0851-C.g11	B
PH0851-C.g39	A
PH0851-C.g54	C
PH0851-C.g76	C
PH0851-C.g637	B
PH0851-C.g141	B
PH0852-C.g349	A
PH0852-C.g546	B
PH0852-C.g570	A
PH0852-C.g643	A
PH0852-C.g64	E
PH0852-C.g106	A
PH0852-C.g120	C
PH0852-C.g238	B
PH0852-C.g306	B
PH0852-C.g275	B
PH0852-C.g291	B
PH0852-C.g144	A
PH0852-C.g321	B
PH0852-C.g348	B
PH0852-C.g376	B
PH0852-C.g389	C
PH0852-C.g398	B
PH0852-C.g522	C
PH0852-C.g363	B
PH0852-C.g410	B
PH0852-C.g171	B
PH0852-C.g441	C
PH0852-C.g433	A
PH0148-CW.g123	E
PH0148-CW.g124	B
PH0148-CW.g128	A
PH0149-CW.g5	C
PH0149-CW.g6	C
PH0149-CW.g7	B
PH0149-CW.g8	C
PH0149-CW.g10	B
PH0149-CW.g17	A
PH0149-CW.g19	E
PH0149-CW.g18	A
PH0149-CW.g21	A
PH0149-CW.g24	B
PH0149-CW.g27	A
PH0149-CW.g29	A
PH0149-CW.g30	A
PH0149-CW.g34	B
PH0149-CW.g36	A
PH0149-CW.g37	A
PH0149-CW.g38	B
PH0149-CW.g39	B
PH0149-CW.g40	A
PH0149-CW.g44	B
PH0149-CW.g50	B
PH0149-CW.g47	A
PH0149-CW.g51	C
PH0149-CW.g52	B
PH0149-CW.g53	C
PH0149-CW.g54	B
PH0149-CW.g55	C
PH0149-CW.g59	B
PH0149-CW.g63	B
PH0149-CW.g66	A
PH0149-CW.g67	B
PH0149-CW.g68	B
PH0149-CW.g69	A
PH0149-CW.g70	B
PH0149-CW.g77	B
PH0149-CW.g80	B
PH0149-CW.g86	B
PH0149-CW.g91	B
PH0149-CW.g94	B
PH0149-CW.g96	B
PH0149-CW.g95	C
PH0149-CW.g106	B
PH0149-CW.g116	B
PH0149-CW.g134	B
PH0150-CW.g10	A
PH0150-CW.g11	A
PH0150-CW.g12	B
PH0150-CW.g16	B
PH0150-CW.g22	E
PH0150-CW.g25	B
PH0150-CW.g26	B
PH0150-CW.g27	A
PH0150-CW.g28	A
PH0150-CW.g29	A
PH0150-CW.g30	B
PH0150-CW.g31	B
PH0150-CW.g33	C
PH0150-CW.g34	A
PH0150-CW.g35	A
PH0150-CW.g36	C
PH0150-CW.g39	B
PH0150-CW.g40	B
PH0150-CW.g43	A
PH0150-CW.g44	B
PH0150-CW.g48	B
PH0150-CW.g54	B
PH0150-CW.g58	A
PH0150-CW.g60	C
PH0150-CW.g67	B
PH0150-CW.g70	B
PH0150-CW.g73	B
PH0150-CW.g82	A
PH0150-CW.g81	B
PH0150-CW.g85	C
PH0150-CW.g87	C
PH0150-CW.g94	B
PH0150-CW.g111	B
PH0150-CW.g114	A
PH0151-CW.g9	A
PH0151-CW.g12	B
PH0151-CW.g14	E
PH0151-CW.g18	A
PH0151-CW.g21	B
PH0151-CW.g22	A
PH0151-CW.g26	A
PH0151-CW.g30	C
PH0151-CW.g31	A
PH0151-CW.g32	B
PH0151-CW.g35	B
PH0151-CW.g33	A
PH0151-CW.g34	A
PH0151-CW.g40	B
PH0151-CW.g42	C
PH0151-CW.g41	B
PH0151-CW.g43	B
PH0151-CW.g58	B
PH0151-CW.g62	C
PH0875-C.g1125	C
PH0875-C.g1074	B
PH0875-C.g590	B
PH0875-C.g750	A
PH0875-C.g212	A
PH0876-C.g203	A
PH0876-C.g803	A
PH0876-C.g681	B
PH0876-C.g915	A
PH0876-C.g1023	A
PH0876-C.g371	A
PH0876-C.g1122	C
PH0876-C.g188	B
PH0876-C.g128	C
PH0876-C.g167	B
PH0876-C.g94	B
PH0876-C.g1201	A
PH0876-C.g216	C
PH0876-C.g147	A
PH0876-C.g294	B
PH0876-C.g233	B
PH0876-C.g344	C
PH0876-C.g360	B
PH0876-C.g370	A
PH0876-C.g385	A
PH0876-C.g399	A
PH0876-C.g415	B
PH0876-C.g429	B
PH0876-C.g442	B
PH0876-C.g456	B
PH0876-C.g202	B
PH0876-C.g529	B
PH0876-C.g563	B
PH0876-C.g632	C
PH0876-C.g666	B
PH0876-C.g680	A
PH0876-C.g710	C
PH0876-C.g578	C
PH0876-C.g747	B
PH0876-C.g603	A
PH0876-C.g791	E
PH0876-C.g812	B
PH0876-C.g802	B
PH0876-C.g834	A
PH0876-C.g844	B
PH0876-C.g724	C
PH0876-C.g881	B
PH0876-C.g889	A
PH0876-C.g780	B
PH0876-C.g854	B
PH0876-C.g942	B
PH0876-C.g1021	B
PH0876-C.g1174	B
PH0876-C.g14	B
PH0876-C.g32	B
PH0876-C.g39	B
PH0876-C.g44	B
PH0876-C.g72	A
PH0876-C.g96	B
PH0878-C.g515	A
PH0878-C.g743	A
PH0878-C.g825	A
PH0878-C.g888	A
PH0878-C.g911	C
PH0878-C.g23	A
PH0878-C.g102	A
PH0878-C.g122	A
PH0878-C.g139	B
PH0878-C.g68	E
PH0878-C.g246	B
PH0878-C.g258	A
PH0878-C.g364	A
PH0878-C.g311	B
PH0878-C.g330	C
PH0878-C.g320	C
PH0878-C.g380	B
PH0878-C.g400	A
PH0878-C.g411	B
PH0878-C.g363	B
PH0878-C.g424	C
PH0878-C.g444	C
PH0878-C.g487	C
PH0878-C.g344	C
PH0878-C.g499	B
PH0878-C.g514	C
PH0878-C.g551	B
PH0878-C.g565	B
PH0878-C.g596	C
PH0878-C.g576	B
PH0878-C.g632	B
PH0878-C.g539	B
PH0878-C.g675	C
PH0878-C.g683	B
PH0878-C.g725	B
PH0878-C.g735	B
PH0878-C.g742	B
PH0878-C.g651	B
PH0878-C.g759	B
PH0878-C.g791	C
PH0878-C.g783	B
PF0131-C.g1392	B
PF0131-C.g977	A
PF0131-C.g992	C
PF0131-C.g1006	B
PF0131-C.g1024	A
PF0131-C.g1670	A
PF0131-C.g1063	B
PF0131-C.g1114	A
PF0131-C.g1145	B
PF0131-C.g1192	A
PF0131-C.g1079	A
PF0131-C.g1205	B
PF0131-C.g1226	A
PF0131-C.g1253	B
PF0131-C.g1273	A
PF0131-C.g1290	B
PF0131-C.g1046	B
PF0131-C.g1363	A
PF0131-C.g1391	B
PF0131-C.g1407	A
PF0131-C.g289	B
PF0131-C.g1445	A
PF0131-C.g1458	C
PF0131-C.g1501	B
PF0131-C.g1488	B
PF0131-C.g843	B
PF0131-C.g1528	B
PF0131-C.g1541	C
PF0131-C.g1517	B
PF0131-C.g1529	C
PF0131-C.g792	B
PF0131-C.g935	B
PF0131-C.g1583	A
PF0131-C.g204	B
PF0131-C.g1652	B
PF0131-C.g1639	B
PF0131-C.g1683	B
PF0131-C.g1708	B
PF0131-C.g1696	B
PF0131-C.g1776	B
PF0131-C.g1787	B
PF0131-C.g1098	B
PF0131-C.g1719	C
PF0131-C.g1730	B
PF0131-C.g1754	B
PF0131-C.g1765	C
PF0131-C.g1856	C
PF0131-C.g1824	B
PF0131-C.g1813	B
PF0131-C.g1834	B
PF0131-C.g1870	B
PF0131-C.g966	B
PF0131-C.g1802	B
PF0131-C.g1845	B
PF0131-C.g1881	B
PF0131-C.g1892	B
PF0131-C.g1936	B
PF0131-C.g1925	B
PF0131-C.g124	B
PF0131-C.g1961	B
PF0131-C.g1982	B
PF0131-C.g1971	B
PF0131-C.g11	A
PF0131-C.g2005	C
PF0131-C.g2030	A
PF0131-C.g627	B
PF0131-C.g57	B
PF0131-C.g45	B
PF0131-C.g82	B
PF0131-C.g23	B
PF0131-C.g69	B
PF0131-C.g34	C
PF0131-C.g148	B
PF0131-C.g107	B
PF0131-C.g136	B
PF0131-C.g1669	B
PF0131-C.g179	B
PF0131-C.g867	A
PF0131-C.g192	B
PF0131-C.g215	C
PF0131-C.g253	A
PF0131-C.g240	B
PF0131-C.g227	B
PF0131-C.g265	B
PF0131-C.g278	B
PF0131-C.g299	B
PF0131-C.g332	C
PF0131-C.g310	B
PF0131-C.g321	B
PF0131-C.g344	B
PF0131-C.g385	C
PF0131-C.g451	A
PF0131-C.g417	B
PF0131-C.g429	B
PF0131-C.g440	B
PF0131-C.g395	B
PF0131-C.g406	B
PF0131-C.g938	B
PF0131-C.g1557	B
PF0131-C.g1743	A
QC0222-C.g35	C
QC0222-C.g55	B
QC0223-C.g160	A
QC0223-C.g608	A
QC0223-C.g804	A
QC0223-C.g710	A
QC0223-C.g883	A
QC0223-C.g17	E
QC0223-C.g56	B
QC0223-C.g69	A
QC0223-C.g101	B
QC0223-C.g113	B
QC0223-C.g909	A
QC0223-C.g148	C
QC0223-C.g159	B
QC0223-C.g187	B
QC0223-C.g175	B
QC0223-C.g234	C
QC0223-C.g266	B
QC0223-C.g285	B
QC0223-C.g87	C
QC0223-C.g254	B
QC0223-C.g339	B
QC0223-C.g360	A
QC0223-C.g372	B
QC0223-C.g384	B
QC0223-C.g319	C
QC0223-C.g393	B
QC0223-C.g405	B
QC0223-C.g350	B
QC0223-C.g418	B
QC0223-C.g321	B
